Contract,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,PaymentMethod,PaperlessBilling,Churn
One year,42,Fiber optic,No,Yes,108.3,Electronic check,Yes,No
Month-to-month,1,No,No internet service,No internet service,20.55,Electronic check,No,Yes
Two year,60,Fiber optic,No,No,99.65,Electronic check,Yes,No
Month-to-month,5,Fiber optic,No,No,85.3,Electronic check,Yes,Yes
Month-to-month,22,Fiber optic,Yes,Yes,95.9,Credit card (automatic),No,No
One year,36,No,No internet service,No internet service,20.0,Mailed check,No,No
Month-to-month,4,Fiber optic,No,No,70.4,Electronic check,No,Yes
Month-to-month,9,DSL,Yes,Yes,64.95,Mailed check,No,No
Month-to-month,1,Fiber optic,No,No,74.6,Credit card (automatic),No,No
Month-to-month,12,DSL,Yes,No,49.2,Electronic check,Yes,No
One year,23,DSL,No,Yes,73.75,Mailed check,Yes,No
One year,62,Fiber optic,Yes,No,92.3,Bank transfer (automatic),Yes,No
Month-to-month,37,Fiber optic,No,Yes,98.8,Bank transfer (automatic),No,Yes
Month-to-month,8,No,No internet service,No internet service,19.2,Mailed check,No,No
Month-to-month,31,Fiber optic,No,No,88.65,Credit card (automatic),No,No
Month-to-month,13,Fiber optic,No,No,74.4,Credit card (automatic),Yes,Yes
Month-to-month,24,Fiber optic,No,No,98.75,Electronic check,Yes,Yes
Month-to-month,45,Fiber optic,No,No,95.95,Bank transfer (automatic),Yes,No
Two year,69,Fiber optic,No,Yes,105.4,Credit card (automatic),No,No
Month-to-month,2,No,No internet service,No internet service,20.25,Mailed check,No,No
One year,61,Fiber optic,Yes,No,106.0,Electronic check,Yes,Yes
Month-to-month,41,Fiber optic,No,No,104.7,Electronic check,Yes,Yes
One year,44,DSL,No,No,49.05,Electronic check,Yes,No
One year,39,DSL,No,Yes,35.55,Mailed check,No,No
Two year,72,DSL,Yes,Yes,65.1,Credit card (automatic),Yes,No
Month-to-month,13,Fiber optic,No,No,96.85,Electronic check,Yes,No
One year,51,DSL,Yes,Yes,69.75,Credit card (automatic),Yes,No
Two year,71,Fiber optic,No,No,99.2,Electronic check,Yes,No
Month-to-month,22,Fiber optic,No,No,96.7,Electronic check,Yes,Yes
Month-to-month,2,DSL,No,Yes,55.05,Credit card (automatic),Yes,Yes
One year,56,Fiber optic,No,No,106.8,Electronic check,Yes,No
Month-to-month,1,DSL,Yes,No,51.25,Mailed check,No,No
One year,23,DSL,Yes,Yes,57.75,Mailed check,Yes,No
One year,66,DSL,No,No,70.85,Bank transfer (automatic),Yes,No
Month-to-month,1,No,No internet service,No internet service,19.55,Mailed check,No,No
Month-to-month,19,Fiber optic,No,No,88.2,Electronic check,Yes,Yes
Month-to-month,11,Fiber optic,Yes,No,79.5,Bank transfer (automatic),Yes,No
One year,8,No,No internet service,No internet service,19.75,Mailed check,Yes,Yes
Month-to-month,52,Fiber optic,Yes,No,98.15,Bank transfer (automatic),No,No
Month-to-month,3,No,No internet service,No internet service,20.25,Electronic check,Yes,No
Month-to-month,51,Fiber optic,Yes,No,79.15,Bank transfer (automatic),Yes,No
Month-to-month,15,Fiber optic,No,No,75.65,Electronic check,No,Yes
Month-to-month,64,Fiber optic,No,No,94.25,Electronic check,Yes,No
Month-to-month,37,DSL,No,No,40.2,Credit card (automatic),Yes,No
Two year,13,No,No internet service,No internet service,19.95,Mailed check,No,No
One year,49,DSL,Yes,No,55.35,Electronic check,Yes,No
One year,45,Fiber optic,No,No,102.15,Bank transfer (automatic),Yes,No
Month-to-month,18,Fiber optic,No,No,71.1,Electronic check,Yes,No
Month-to-month,1,Fiber optic,No,No,74.7,Electronic check,Yes,Yes
Two year,68,DSL,Yes,No,54.1,Bank transfer (automatic),Yes,No
Two year,54,No,No internet service,No internet service,19.65,Credit card (automatic),No,No
Month-to-month,23,Fiber optic,No,No,88.45,Bank transfer (automatic),Yes,No
Month-to-month,17,Fiber optic,No,No,76.65,Electronic check,Yes,Yes
Two year,71,DSL,Yes,Yes,80.4,Credit card (automatic),No,No
Two year,67,No,No internet service,No internet service,19.25,Bank transfer (automatic),Yes,No
Month-to-month,14,Fiber optic,No,No,84.8,Electronic check,Yes,No
Month-to-month,1,DSL,No,No,25.8,Mailed check,Yes,Yes
Two year,63,No,No internet service,No internet service,19.5,Credit card (automatic),No,No
One year,41,DSL,No,Yes,68.6,Electronic check,Yes,No
Month-to-month,17,Fiber optic,No,No,92.6,Electronic check,No,No
One year,56,Fiber optic,Yes,No,100.55,Electronic check,Yes,No
Month-to-month,5,No,No internet service,No internet service,20.55,Credit card (automatic),No,No
Month-to-month,2,DSL,Yes,No,42.6,Electronic check,Yes,Yes
Month-to-month,3,No,No internet service,No internet service,19.6,Mailed check,Yes,No
One year,37,DSL,Yes,Yes,67.45,Electronic check,No,No
Month-to-month,29,DSL,Yes,No,68.85,Bank transfer (automatic),Yes,Yes
Month-to-month,8,DSL,No,No,43.55,Mailed check,No,No
Month-to-month,63,Fiber optic,No,Yes,109.85,Credit card (automatic),Yes,No
Month-to-month,7,No,No internet service,No internet service,20.65,Mailed check,No,No
Month-to-month,3,Fiber optic,No,No,95.4,Electronic check,No,No
Two year,72,No,No internet service,No internet service,21.0,Bank transfer (automatic),No,No
Month-to-month,19,DSL,No,No,56.2,Electronic check,Yes,No
Two year,59,No,No internet service,No internet service,18.4,Bank transfer (automatic),No,No
Month-to-month,2,Fiber optic,No,Yes,90.0,Credit card (automatic),No,Yes
Month-to-month,35,No,No internet service,No internet service,25.75,Electronic check,Yes,No
Month-to-month,14,No,No internet service,No internet service,19.6,Credit card (automatic),No,No
Month-to-month,14,Fiber optic,No,No,75.35,Electronic check,No,Yes
Two year,69,No,No internet service,No internet service,19.8,Credit card (automatic),No,No
Month-to-month,7,DSL,Yes,Yes,64.2,Electronic check,No,No
Two year,69,DSL,Yes,Yes,75.75,Bank transfer (automatic),Yes,No
Two year,72,DSL,No,Yes,78.95,Electronic check,Yes,No
Month-to-month,8,Fiber optic,No,No,100.85,Electronic check,No,Yes
Month-to-month,4,DSL,Yes,No,50.3,Electronic check,No,No
Month-to-month,63,Fiber optic,No,No,80.3,Credit card (automatic),Yes,No
Two year,72,No,No internet service,No internet service,19.85,Bank transfer (automatic),No,No
Two year,46,No,No internet service,No internet service,21.1,Electronic check,Yes,No
Month-to-month,5,Fiber optic,No,No,69.95,Electronic check,No,Yes
Month-to-month,30,DSL,No,No,50.0,Mailed check,Yes,No
Two year,63,Fiber optic,No,No,104.75,Bank transfer (automatic),Yes,No
Two year,60,No,No internet service,No internet service,19.85,Bank transfer (automatic),No,No
One year,63,Fiber optic,No,No,107.5,Electronic check,Yes,Yes
Month-to-month,25,Fiber optic,No,Yes,85.9,Electronic check,No,No
Month-to-month,1,DSL,No,No,45.85,Mailed check,Yes,Yes
Month-to-month,6,Fiber optic,No,No,80.8,Electronic check,Yes,No
Two year,22,No,No internet service,No internet service,25.25,Mailed check,No,No
Two year,31,DSL,No,Yes,80.55,Bank transfer (automatic),No,No
Month-to-month,39,Fiber optic,No,Yes,81.5,Bank transfer (automatic),Yes,No
Month-to-month,26,No,No internet service,No internet service,20.9,Mailed check,No,No
One year,53,Fiber optic,Yes,No,106.1,Bank transfer (automatic),Yes,Yes
Month-to-month,1,Fiber optic,No,Yes,91.7,Electronic check,No,Yes
Month-to-month,12,DSL,Yes,Yes,67.25,Electronic check,Yes,No
Month-to-month,16,Fiber optic,No,No,95.6,Credit card (automatic),Yes,Yes
Month-to-month,2,No,No internet service,No internet service,20.35,Mailed check,No,No
One year,39,DSL,Yes,Yes,45.05,Bank transfer (automatic),No,No
Month-to-month,1,Fiber optic,No,No,74.95,Electronic check,Yes,Yes
Month-to-month,7,DSL,Yes,Yes,34.65,Mailed check,No,No
Month-to-month,4,Fiber optic,No,No,69.35,Electronic check,No,No
Month-to-month,10,Fiber optic,No,No,95.35,Electronic check,Yes,Yes
Month-to-month,55,Fiber optic,No,No,81.55,Electronic check,Yes,No
Two year,72,DSL,No,No,75.4,Bank transfer (automatic),Yes,No
Month-to-month,10,DSL,No,No,67.8,Credit card (automatic),Yes,No
Month-to-month,11,Fiber optic,No,Yes,111.4,Electronic check,Yes,No
Month-to-month,15,DSL,No,No,46.3,Electronic check,No,No
Two year,23,No,No internet service,No internet service,20.4,Bank transfer (automatic),No,No
Month-to-month,1,No,No internet service,No internet service,20.05,Mailed check,No,No
Month-to-month,3,DSL,No,No,45.0,Electronic check,No,Yes
One year,47,Fiber optic,Yes,No,96.1,Electronic check,Yes,No
One year,15,No,No internet service,No internet service,19.65,Mailed check,No,No
Month-to-month,66,Fiber optic,No,No,99.5,Electronic check,No,Yes
One year,68,DSL,No,Yes,60.65,Bank transfer (automatic),Yes,No
One year,17,Fiber optic,No,Yes,98.6,Bank transfer (automatic),No,Yes
Month-to-month,7,DSL,No,Yes,59.5,Mailed check,Yes,Yes
Month-to-month,12,Fiber optic,No,No,80.45,Electronic check,Yes,Yes
One year,21,DSL,No,No,71.7,Bank transfer (automatic),No,No
Month-to-month,21,DSL,No,Yes,36.0,Mailed check,Yes,No
One year,56,DSL,Yes,No,65.2,Bank transfer (automatic),No,No
Month-to-month,6,DSL,No,No,48.95,Credit card (automatic),Yes,No
Two year,65,DSL,No,No,53.5,Bank transfer (automatic),Yes,No
One year,42,DSL,Yes,Yes,80.45,Credit card (automatic),No,No
Two year,68,Fiber optic,Yes,Yes,109.05,Bank transfer (automatic),Yes,No
Two year,48,No,No internet service,No internet service,26.3,Bank transfer (automatic),No,No
One year,50,Fiber optic,No,Yes,106.8,Electronic check,Yes,No
Month-to-month,7,DSL,No,No,64.95,Electronic check,Yes,No
Two year,63,No,No internet service,No internet service,19.35,Electronic check,No,No
Month-to-month,17,No,No internet service,No internet service,21.1,Credit card (automatic),No,No
Month-to-month,42,Fiber optic,No,No,77.95,Credit card (automatic),Yes,Yes
Month-to-month,4,No,No internet service,No internet service,18.85,Mailed check,No,No
Two year,62,No,No internet service,No internet service,26.0,Bank transfer (automatic),No,No
Month-to-month,2,Fiber optic,No,No,74.7,Electronic check,Yes,Yes
Month-to-month,2,Fiber optic,No,No,70.35,Electronic check,Yes,No
Two year,48,Fiber optic,Yes,No,96.9,Bank transfer (automatic),Yes,No
Two year,27,No,No internet service,No internet service,19.55,Bank transfer (automatic),No,No
Two year,70,DSL,No,Yes,80.4,Bank transfer (automatic),Yes,No
Month-to-month,1,Fiber optic,No,No,88.8,Electronic check,Yes,Yes
One year,46,Fiber optic,No,No,94.65,Electronic check,Yes,No
Month-to-month,30,Fiber optic,No,No,90.25,Electronic check,Yes,Yes
Month-to-month,15,DSL,Yes,No,64.65,Bank transfer (automatic),Yes,Yes
One year,69,Fiber optic,No,No,95.75,Credit card (automatic),No,No
Two year,65,No,No internet service,No internet service,19.55,Credit card (automatic),Yes,No
Two year,72,Fiber optic,Yes,Yes,104.1,Credit card (automatic),Yes,No
Month-to-month,13,Fiber optic,No,Yes,89.05,Bank transfer (automatic),Yes,Yes
One year,17,No,No internet service,No internet service,20.1,Mailed check,Yes,No
One year,51,Fiber optic,Yes,Yes,111.55,Electronic check,Yes,No
Two year,51,DSL,Yes,Yes,60.5,Credit card (automatic),No,No
Two year,72,DSL,Yes,Yes,90.95,Bank transfer (automatic),Yes,No
One year,67,Fiber optic,No,No,87.4,Electronic check,No,Yes
Month-to-month,34,No,No internet service,No internet service,19.7,Mailed check,No,No
Two year,67,DSL,Yes,Yes,50.95,Bank transfer (automatic),Yes,No
One year,49,No,No internet service,No internet service,20.05,Bank transfer (automatic),Yes,No
Two year,53,No,No internet service,No internet service,19.4,Mailed check,Yes,No
Month-to-month,27,DSL,No,Yes,59.45,Electronic check,No,No
Month-to-month,23,Fiber optic,No,No,94.75,Electronic check,Yes,Yes
Two year,69,DSL,Yes,Yes,81.5,Credit card (automatic),Yes,No
Month-to-month,2,DSL,No,Yes,29.05,Bank transfer (automatic),No,No
Month-to-month,35,Fiber optic,No,No,86.45,Electronic check,Yes,Yes
One year,46,DSL,Yes,Yes,70.6,Mailed check,No,No
Two year,54,Fiber optic,No,No,97.2,Bank transfer (automatic),Yes,No
One year,56,Fiber optic,No,No,98.25,Electronic check,Yes,Yes
Month-to-month,9,Fiber optic,No,No,75.75,Bank transfer (automatic),Yes,Yes
Month-to-month,20,DSL,Yes,Yes,59.2,Bank transfer (automatic),No,No
Month-to-month,11,Fiber optic,No,No,75.9,Mailed check,Yes,No
Month-to-month,30,Fiber optic,No,No,90.05,Electronic check,Yes,No
Two year,68,DSL,Yes,No,70.95,Bank transfer (automatic),No,No
Month-to-month,38,Fiber optic,No,No,102.6,Electronic check,Yes,No
Month-to-month,17,Fiber optic,Yes,No,85.35,Bank transfer (automatic),Yes,Yes
One year,48,Fiber optic,No,No,106.1,Credit card (automatic),Yes,Yes
Month-to-month,1,DSL,No,No,43.8,Electronic check,No,No
Two year,63,DSL,Yes,No,59.0,Electronic check,No,No
One year,3,DSL,No,No,69.95,Electronic check,Yes,No
One year,48,No,No internet service,No internet service,24.35,Bank transfer (automatic),No,No
One year,66,DSL,No,Yes,29.45,Credit card (automatic),No,No
Two year,68,Fiber optic,No,No,84.4,Credit card (automatic),Yes,No
Month-to-month,17,DSL,No,No,45.05,Electronic check,Yes,Yes
One year,7,No,No internet service,No internet service,20.65,Mailed check,No,No
Two year,72,DSL,Yes,Yes,87.1,Bank transfer (automatic),Yes,No
Month-to-month,29,No,No internet service,No internet service,19.85,Mailed check,No,No
Month-to-month,37,Fiber optic,No,Yes,90.35,Electronic check,Yes,No
Month-to-month,34,Fiber optic,Yes,No,109.8,Mailed check,Yes,Yes
Month-to-month,42,Fiber optic,No,No,84.65,Electronic check,Yes,Yes
One year,59,DSL,Yes,Yes,65.5,Mailed check,No,No
Month-to-month,11,Fiber optic,No,No,79.5,Bank transfer (automatic),Yes,Yes
Month-to-month,60,Fiber optic,Yes,No,80.95,Electronic check,Yes,No
Month-to-month,27,DSL,No,Yes,56.15,Mailed check,Yes,No
Month-to-month,1,Fiber optic,No,No,85.8,Mailed check,No,Yes
Month-to-month,1,Fiber optic,No,No,79.1,Electronic check,Yes,Yes
Month-to-month,17,DSL,Yes,No,34.4,Mailed check,No,No
Two year,58,No,No internet service,No internet service,20.75,Mailed check,No,No
One year,1,No,No internet service,No internet service,18.8,Mailed check,No,No
Month-to-month,3,DSL,No,No,44.3,Mailed check,No,Yes
Month-to-month,53,Fiber optic,Yes,No,90.8,Electronic check,No,No
Month-to-month,35,No,No internet service,No internet service,25.6,Electronic check,Yes,No
Month-to-month,50,Fiber optic,Yes,No,105.95,Credit card (automatic),No,Yes
Two year,68,DSL,No,Yes,70.8,Credit card (automatic),No,No
Month-to-month,47,No,No internet service,No internet service,25.4,Electronic check,No,No
Month-to-month,65,Fiber optic,No,No,108.8,Bank transfer (automatic),Yes,No
Month-to-month,5,Fiber optic,No,No,69.75,Electronic check,Yes,Yes
Month-to-month,51,Fiber optic,No,No,94.65,Electronic check,Yes,Yes
Month-to-month,46,Fiber optic,No,No,96.05,Bank transfer (automatic),No,Yes
Month-to-month,9,Fiber optic,No,No,76.85,Electronic check,Yes,No
Two year,8,No,No internet service,No internet service,20.25,Mailed check,No,No
One year,14,No,No internet service,No internet service,24.8,Credit card (automatic),Yes,No
Month-to-month,45,Fiber optic,Yes,Yes,115.65,Electronic check,Yes,No
Month-to-month,8,Fiber optic,No,No,74.6,Credit card (automatic),Yes,No
Month-to-month,1,DSL,No,No,50.15,Mailed check,Yes,Yes
One year,66,Fiber optic,Yes,No,103.15,Bank transfer (automatic),Yes,No
Two year,72,DSL,Yes,Yes,72.1,Credit card (automatic),No,No
Month-to-month,41,Fiber optic,Yes,Yes,113.6,Bank transfer (automatic),Yes,Yes
Two year,23,No,No internet service,No internet service,25.1,Mailed check,No,No
Month-to-month,29,Fiber optic,No,No,78.9,Electronic check,Yes,Yes
Month-to-month,4,Fiber optic,Yes,No,80.15,Electronic check,Yes,No
Two year,6,No,No internet service,No internet service,25.4,Mailed check,No,No
One year,67,Fiber optic,Yes,Yes,105.4,Credit card (automatic),Yes,No
Month-to-month,7,DSL,No,No,45.75,Mailed check,Yes,No
One year,56,No,No internet service,No internet service,24.45,Mailed check,Yes,No
Two year,72,No,No internet service,No internet service,25.0,Credit card (automatic),No,No
Two year,72,DSL,Yes,No,85.25,Electronic check,Yes,No
Two year,23,No,No internet service,No internet service,19.6,Credit card (automatic),No,No
Month-to-month,35,DSL,No,No,50.15,Mailed check,No,No
Month-to-month,27,Fiber optic,No,No,70.55,Electronic check,Yes,No
Month-to-month,26,DSL,No,Yes,60.05,Electronic check,Yes,Yes
One year,12,No,No internet service,No internet service,26.4,Mailed check,No,No
Two year,40,No,No internet service,No internet service,20.15,Mailed check,No,No
Month-to-month,7,DSL,Yes,No,58.85,Mailed check,No,No
Month-to-month,70,Fiber optic,Yes,No,97.55,Credit card (automatic),Yes,No
Two year,60,No,No internet service,No internet service,19.65,Credit card (automatic),No,No
One year,39,DSL,No,No,25.25,Credit card (automatic),Yes,No
Two year,72,Fiber optic,Yes,Yes,114.45,Credit card (automatic),No,No
Month-to-month,1,DSL,No,No,34.7,Electronic check,Yes,Yes
One year,54,DSL,No,Yes,70.7,Electronic check,Yes,No
Month-to-month,3,Fiber optic,No,No,85.3,Electronic check,Yes,Yes
Two year,63,DSL,Yes,Yes,75.55,Credit card (automatic),No,No
Two year,71,Fiber optic,No,Yes,84.8,Electronic check,Yes,No
One year,42,No,No internet service,No internet service,20.65,Mailed check,Yes,No
Two year,47,No,No internet service,No internet service,20.45,Bank transfer (automatic),No,No
One year,66,Fiber optic,No,No,102.45,Credit card (automatic),Yes,Yes
Month-to-month,21,Fiber optic,Yes,No,104.4,Bank transfer (automatic),Yes,Yes
Month-to-month,11,DSL,No,Yes,35.65,Electronic check,Yes,No
Month-to-month,1,Fiber optic,No,No,99.75,Electronic check,Yes,Yes
Month-to-month,55,Fiber optic,No,Yes,90.45,Electronic check,No,No
Two year,69,Fiber optic,No,Yes,97.65,Credit card (automatic),Yes,No
Month-to-month,3,Fiber optic,No,No,73.85,Electronic check,No,No
Month-to-month,4,DSL,No,Yes,74.4,Electronic check,Yes,Yes
Two year,30,DSL,No,Yes,69.1,Credit card (automatic),Yes,No
Month-to-month,5,Fiber optic,No,Yes,82.75,Electronic check,Yes,No
Two year,71,No,No internet service,No internet service,24.4,Credit card (automatic),Yes,No
One year,29,DSL,No,No,55.25,Electronic check,Yes,No
Month-to-month,52,DSL,No,Yes,61.35,Bank transfer (automatic),No,No
One year,68,DSL,Yes,No,76.75,Credit card (automatic),No,No
Two year,46,No,No internet service,No internet service,19.4,Mailed check,No,No
Month-to-month,8,DSL,No,No,54.75,Credit card (automatic),Yes,No
Two year,72,No,No internet service,No internet service,19.7,Credit card (automatic),No,No
One year,17,No,No internet service,No internet service,19.9,Bank transfer (automatic),No,No
Month-to-month,3,Fiber optic,No,Yes,107.95,Electronic check,Yes,No
Month-to-month,2,Fiber optic,No,No,83.8,Bank transfer (automatic),Yes,No
Month-to-month,9,Fiber optic,Yes,No,74.25,Credit card (automatic),Yes,Yes
One year,51,DSL,No,No,56.4,Credit card (automatic),Yes,No
Two year,6,No,No internet service,No internet service,20.1,Mailed check,No,No
Month-to-month,3,Fiber optic,No,No,94.9,Electronic check,No,No
Month-to-month,17,Fiber optic,No,No,94.2,Electronic check,Yes,No
Month-to-month,30,DSL,No,No,49.9,Electronic check,No,No
Month-to-month,31,DSL,No,Yes,71.05,Electronic check,Yes,No
Two year,45,DSL,Yes,Yes,81.65,Bank transfer (automatic),No,No
One year,64,Fiber optic,Yes,No,89.45,Bank transfer (automatic),No,No
